2021-12-22 00:03:29,49.5
2021-12-22 00:08:30,51.9
2021-12-22 00:13:32,49.9
2021-12-22 00:18:33,51.2
2021-12-22 00:23:34,47.9
2021-12-22 00:28:35,51.1
2021-12-22 00:33:36,50.5
2021-12-22 00:38:37,49.5
2021-12-22 00:43:38,49.1
2021-12-22 00:48:39,53.5
2021-12-22 00:53:41,49.6
2021-12-22 00:58:42,50.6
2021-12-22 01:03:43,55.7
2021-12-22 01:08:44,49.9
2021-12-22 01:13:45,48.8
2021-12-22 01:18:46,48.5
2021-12-22 01:23:47,48.8
2021-12-22 01:28:49,49.6
2021-12-22 01:33:50,49.9
2021-12-22 01:38:51,49.4
2021-12-22 01:43:52,47.6
2021-12-22 01:48:53,48.3
2021-12-22 01:53:54,48.6
2021-12-22 01:58:55,45.6
2021-12-22 02:03:56,47.0
2021-12-22 02:08:58,46.4
2021-12-22 02:13:59,45.8
2021-12-22 02:19:00,46.9
2021-12-22 02:24:01,44.8
2021-12-22 02:29:02,49.7
2021-12-22 02:34:03,47.0
2021-12-22 02:39:05,44.6
2021-12-22 02:44:06,45.9
2021-12-22 02:49:07,46.7
2021-12-22 02:54:08,46.6
2021-12-22 02:59:09,46.7
2021-12-22 03:04:10,46.6
2021-12-22 03:09:11,47.3
2021-12-22 03:14:12,45.4
2021-12-22 03:19:14,46.8
2021-12-22 03:24:15,46.7
2021-12-22 03:29:16,48.1
2021-12-22 03:34:17,47.9
2021-12-22 03:39:18,48.2
2021-12-22 03:44:19,47.8
2021-12-22 03:49:20,46.0
2021-12-22 03:54:21,44.9
2021-12-22 03:59:23,46.9
2021-12-22 04:04:24,45.1
2021-12-22 04:09:25,43.2
2021-12-22 04:14:26,46.1
2021-12-22 04:19:27,44.0
2021-12-22 04:24:28,48.5
2021-12-22 04:29:29,46.3
2021-12-22 04:34:30,49.5
2021-12-22 04:39:32,45.1
2021-12-22 04:44:33,45.2
2021-12-22 04:49:34,43.5
2021-12-22 04:54:35,42.0
